,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type
24327,36,790000.0,3.0,2.0,1.0,Condominium (Intermediate),1150.0,2,built-up 
24328,38,300000.0,3.0,2.0,1.0,Condominium,800.0,2,built-up 
24329,28,4869700.0,6.0,5.0,3.0,Condominium (Duplex),4427.0,1,built-up 
24330,30,2650000.0,4.0,5.0,5.0,Condominium,3000.0,1,built-up 
24331,4,2400000.0,6.0,6.0,3.0,Condominium (Corner),3509.0,1,built-up 
24332,4,1750000.0,5.0,5.0,2.0,Condominium (Corner),2479.0,1,built-up 
24333,25,650000.0,3.0,2.0,1.0,Condominium (Corner),1080.0,0,built-up 
24334,30,2300000.0,4.0,4.0,3.0,Condominium,3000.0,0,built-up 
24335,30,2250000.0,4.0,4.0,3.0,Condominium,2700.0,0,built-up 
24336,31,680000.0,4.0,3.0,0.0,Townhouse (Intermediate),1200.0,1,land area 
24337,30,1500000.0,3.0,2.0,2.0,Condominium,1457.0,2,built-up 
24338,28,2895000.0,1.0,2.0,1.0,Serviced Residence,1163.0,3,built-up 
24339,28,3190000.0,1.0,2.0,2.0,Serviced Residence,1421.0,3,built-up 
24340,28,3705000.0,2.0,3.0,2.0,Serviced Residence,1636.0,3,built-up 
24342,28,2710000.0,1.0,2.0,1.0,Serviced Residence,1023.0,3,built-up 
24343,28,4750000.0,2.0,3.0,3.0,Serviced Residence,1938.0,3,built-up 
24344,41,610000.0,3.0,3.0,3.0,Condominium,1216.0,1,built-up 
24345,28,1350000.0,2.0,2.0,0.0,Condominium (Corner),871.0,1,built-up 
24346,28,1380000.0,2.0,2.0,2.0,Condominium (Corner),873.0,1,built-up 
24347,23,1250000.0,5.0,5.0,4.0,2.5-sty Terrace/Link House (Intermediate),1870.0,1,land area 
24349,28,1100000.0,1.0,1.0,0.0,Condominium (EndLot),689.0,1,built-up 
24350,28,1556000.0,3.0,2.0,2.0,Condominium,1031.0,1,built-up 
24351,4,6500000.0,5.0,5.0,4.0,Bungalow (Intermediate),8300.0,1,land area 
24352,28,2100000.0,3.0,3.0,2.0,Condominium (Corner),1502.0,0,built-up 
24353,28,1570000.0,2.0,2.0,1.0,Condominium,991.0,0,built-up 
24354,28,1158000.0,1.0,1.0,1.0,Condominium,630.0,0,built-up 
24355,4,950000.0,3.0,2.0,1.0,Condominium (Intermediate),1560.0,2,built-up 
24356,8,1090000.0,3.0,3.0,2.0,Serviced Residence,1511.0,1,built-up 
24357,38,378000.0,3.0,2.0,1.0,Condominium (Intermediate),1169.0,3,built-up 
24358,38,660000.0,4.0,2.0,2.0,Condominium (Corner),1800.0,1,built-up 
24359,40,2573000.0,4.0,4.0,2.0,Condominium,2573.0,0,built-up 
24360,11,510000.0,3.0,2.0,1.0,Condominium (Intermediate),1173.0,3,built-up 
24361,38,485000.0,2.0,2.0,1.0,Condominium (Corner),904.0,0,built-up 
24363,11,368000.0,2.0,2.0,0.0,Condominium,950.0,3,built-up 
24364,11,325000.0,3.0,2.0,1.0,Condominium,967.0,3,built-up 
24365,30,1490000.0,4.0,5.0,2.0,Condominium,3100.0,1,built-up 
24366,18,1417500.0,4.0,5.0,2.0,Condominium (Corner),2084.0,0,built-up 
24367,31,1050000.0,3.0,3.0,2.0,Townhouse (Corner),2185.0,1,built-up 
24368,41,950000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),22.0,1,land area 
24369,28,1120000.0,1.0,1.0,1.0,Condominium,630.0,0,built-up 
24370,28,4289250.0,3.0,3.0,0.0,Condominium,1830.0,0,built-up 
24371,28,3178000.0,3.0,2.0,0.0,Condominium,1356.0,0,built-up 
24372,30,2000000.0,5.0,4.0,3.0,Condominium,2648.0,0,built-up 
24373,36,998000.0,4.0,4.0,2.0,Condominium,1567.0,2,built-up 
24374,36,380000.0,3.0,2.0,1.0,Apartment,1100.0,1,built-up 
24375,38,420000.0,4.0,2.0,2.0,Condominium (Intermediate),1313.0,1,built-up 
24376,9,630000.0,3.0,2.0,2.0,Condominium (Intermediate),1232.0,1,built-up 
24377,41,900000.0,4.0,4.0,3.0,Condominium (Intermediate),1690.0,1,built-up 
24378,9,630000.0,3.0,2.0,2.0,Condominium (Intermediate),1232.0,1,built-up 
24379,11,450000.0,3.0,2.0,2.0,1-sty Terrace/Link House (Intermediate),20.0,2,land area 
24380,38,600000.0,4.0,2.0,2.0,Condominium (Corner),1313.0,0,built-up 
24381,27,1780000.0,3.0,3.0,1.0,Serviced Residence (Intermediate),1485.0,1,built-up 
24382,27,1300000.0,2.0,1.0,1.0,Serviced Residence,1087.0,0,built-up 
24383,27,1350000.0,2.0,1.0,1.0,Serviced Residence,1087.0,0,built-up 
24384,40,3660000.0,5.0,5.0,3.0,Condominium,3660.0,0,built-up 
24385,3,340000.0,3.0,2.0,1.0,Serviced Residence,808.0,3,built-up 
24386,30,1490000.0,3.0,3.0,0.0,Condominium,1800.0,0,built-up 
24387,38,224999.0,3.0,1.0,1.0,Apartment,657.0,3,built-up 
24388,30,1400000.0,4.0,4.0,2.0,Condominium (Corner),1867.0,0,built-up 
24389,30,1850000.0,4.0,4.0,3.0,Condominium,4125.0,0,built-up 
24390,44,630000.0,3.0,2.0,0.0,Condominium,1100.0,0,built-up 
24391,40,14800000.0,7.0,7.0,0.0,Bungalow (Intermediate),8700.0,0,land area 
24392,4,5950000.0,6.0,6.0,0.0,Bungalow (Intermediate),6566.0,1,land area 
24393,14,4650000.0,6.0,6.0,0.0,Bungalow (Intermediate),6500.0,0,land area 
24397,37,2350000.0,5.0,5.0,2.0,Condominium (Penthouse),2906.0,0,built-up 
24398,12,520000.0,3.0,2.0,1.0,Condominium,1100.0,1,built-up 
24399,28,2250000.0,2.0,2.0,2.0,Serviced Residence (Intermediate),1251.0,0,built-up 
24400,28,850000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),473.0,0,built-up 
24404,41,359000.0,3.0,2.0,1.0,2-sty Terrace/Link House,840.0,2,land area 
24406,9,530000.0,4.0,2.0,1.0,Condominium (Corner),1080.0,1,built-up 
24407,41,1900000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Corner),3000.0,1,land area 
24408,38,620000.0,4.0,2.0,2.0,Condominium,1500.0,2,built-up 
24409,37,265000.0,1.0,1.0,0.0,Condominium,485.0,2,built-up 
24410,44,446000.0,3.0,2.0,1.0,Condominium (Corner),938.0,0,built-up 
24412,12,560000.0,3.0,2.0,1.0,Condominium (Intermediate),1066.0,0,built-up 
24413,31,3999900.0,6.0,6.0,5.0,Bungalow,9560.0,0,land area 
24414,31,1912000.0,6.0,4.0,5.0,Semi-detached House,4200.0,1,land area 
24416,11,670000.0,2.0,2.0,1.0,Serviced Residence (Corner),750.0,0,built-up 
24417,11,670000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),750.0,0,built-up 
24418,11,670000.0,2.0,2.0,1.0,Apartment (Intermediate),750.0,0,built-up 
24425,11,830000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),956.0,0,built-up 
24426,11,720000.0,3.0,2.0,1.0,Serviced Residence,860.0,0,built-up 
24427,11,820000.0,3.0,2.0,1.0,Apartment (Intermediate),956.0,0,built-up 
24428,11,720000.0,3.0,2.0,1.0,Apartment (Corner),860.0,0,built-up 
24429,11,820000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),956.0,0,built-up 
24430,11,720000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),860.0,0,built-up 
24431,11,830000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),956.0,0,built-up 
24432,11,730000.0,3.0,2.0,1.0,Serviced Residence,860.0,0,built-up 
24433,11,830000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),956.0,0,built-up 
24434,11,730000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),860.0,0,built-up 
24435,11,830000.0,3.0,2.0,1.0,Apartment (Intermediate),956.0,0,built-up 
24436,11,730000.0,3.0,2.0,1.0,Apartment (Corner),860.0,0,built-up 
24437,46,6000000.0,7.0,6.0,0.0,Bungalow,8000.0,2,land area 
24438,11,1300.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1300.0,0,land area 
24439,30,1300000.0,3.0,2.0,2.0,Condominium (Corner),1200.0,1,built-up 
24440,30,2798000.0,5.0,6.0,3.0,Condominium (Corner),2767.0,1,built-up 
24441,11,1050000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),883.0,2,built-up 
24442,4,1920000.0,6.0,5.0,2.0,Condominium (Corner),2745.0,1,built-up 
24443,4,2560000.0,6.0,6.0,3.0,Condominium (Corner),3509.0,1,built-up 
24444,4,3000000.0,8.0,9.0,4.0,Condominium (Duplex),4629.0,1,built-up 
24445,4,1880000.0,5.0,5.0,2.0,Condominium (Corner),2928.0,1,built-up 
24446,4,2500000.0,6.0,6.0,3.0,Condominium (Corner),3509.0,1,built-up 
24447,4,2000000.0,5.0,5.0,2.0,Condominium (Corner),2659.0,1,built-up 
24448,4,1550000.0,4.0,4.0,2.0,Condominium (Corner),1905.0,0,built-up 
24449,4,1920000.0,4.0,5.0,2.0,Condominium (Corner),2659.0,1,built-up 
24450,4,1500000.0,4.0,3.0,3.0,Condominium (Corner),1905.0,0,built-up 
24451,23,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
24452,23,798000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Intermediate),2332.0,2,land area 
24453,12,2500000.0,3.0,2.0,2.0,Serviced Residence,1732.0,0,built-up 
24455,9,528000.0,3.0,3.0,2.0,Condominium (Corner),1003.0,2,built-up 
24456,48,745000.0,3.0,2.0,0.0,Townhouse (Corner),2200.0,1,land area 
24457,34,360000.0,2.0,1.0,0.0,Serviced Residence (Intermediate),680.0,1,built-up 
24458,11,820000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1540.0,2,land area 
24459,11,650000.0,3.0,2.0,2.0,Condominium (Intermediate),1461.0,1,built-up 
24461,30,2660000.0,5.0,5.0,3.0,Condominium,3317.0,3,built-up 
24463,23,990000.0,4.0,3.0,5.0,2-sty Terrace/Link House,1760.0,3,land area 
24465,46,650000.0,3.0,2.0,2.0,Condominium (Corner),1288.0,0,built-up 
24466,1,4800000.0,5.0,5.0,4.0,Condominium (Penthouse),7000.0,1,built-up 
24467,1,5650000.0,5.0,5.0,4.0,Condominium (Penthouse),7000.0,1,built-up 
24468,30,1750000.0,4.0,5.0,3.0,Condominium (Corner),4100.0,0,built-up 
24469,30,580000.0,3.0,2.0,1.0,Condominium (Corner),1290.0,0,built-up 
24470,38,1250000.0,5.0,5.0,4.0,3-sty Terrace/Link House (Intermediate),1400.0,2,land area 
24471,30,1000000.0,4.0,3.0,2.0,Condominium (Corner),1597.0,1,built-up 
24472,41,900000.0,5.0,4.0,4.0,2.5-sty Terrace/Link House (Intermediate),1650.0,1,land area 
24473,30,1500000.0,5.0,4.0,2.0,Condominium (Penthouse),3600.0,1,built-up 
24474,30,1350000.0,4.0,5.0,2.0,Condominium (Corner),2002.0,0,built-up 
24475,30,1700000.0,5.0,5.0,3.0,Condominium (Penthouse),3400.0,1,built-up 
24476,8,1180000.0,3.0,2.0,0.0,Condominium,1570.0,0,built-up 
24477,36,500000.0,3.0,2.0,0.0,Condominium,1230.0,3,built-up 
24478,9,920000.0,3.0,2.0,2.0,Serviced Residence (Corner),1216.0,1,built-up 
24479,9,690000.0,2.0,2.0,2.0,Serviced Residence (Intermediate),855.0,1,built-up 
24480,9,500000.0,2.0,1.0,1.0,Serviced Residence (Intermediate),667.0,0,built-up 
24481,9,740000.0,3.0,2.0,2.0,Serviced Residence (Corner),971.0,1,built-up 
24482,18,2500000.0,6.0,5.0,3.0,Semi-detached House (Intermediate),2000.0,1,land area 
24484,12,1560000.0,1.0,2.0,1.0,Serviced Residence,1131.0,0,built-up 
24485,19,600000.0,3.0,2.0,1.0,Condominium (Corner),1037.0,2,built-up 
24488,36,830000.0,7.0,4.0,0.0,2-sty Terrace/Link House,2600.0,2,land area 
24489,20,480000.0,3.0,2.0,1.0,Condominium,1191.0,1,built-up 
24491,36,868000.0,4.0,4.0,2.0,Condominium,1381.0,0,built-up 
24492,38,360000.0,3.0,2.0,1.0,Apartment (Intermediate),883.0,1,built-up 
24493,30,2150000.0,4.0,5.0,3.0,Condominium (Intermediate),2535.0,0,built-up 
24494,0,1100000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),1200.0,1,land area 
24495,20,338000.0,3.0,2.0,1.0,Condominium (Corner),1000.0,1,built-up 
24496,42,649999.0,3.0,2.0,2.0,Condominium,1260.0,2,built-up 
24497,20,930000.0,4.0,4.0,3.0,Condominium,1710.0,0,built-up 
24498,36,385000.0,3.0,2.0,0.0,Apartment,1005.0,0,built-up 
24499,37,720000.0,2.0,2.0,1.0,Condominium (Corner),1050.0,1,built-up 
24500,37,620000.0,3.0,2.0,1.0,Condominium (Corner),1300.0,3,built-up 
24501,37,700000.0,2.0,2.0,0.0,Condominium (Intermediate),1050.0,1,built-up 
24502,38,520000.0,3.0,2.0,2.0,Condominium (Intermediate),1100.0,2,built-up 
24503,46,9000000.0,6.0,8.0,0.0,Bungalow,10355.0,1,land area 
24504,16,1930000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1500.0,1,land area 
24505,11,1350000.0,4.0,4.0,2.0,Condominium,1808.0,0,built-up 
24506,11,1050000.0,4.0,4.0,2.0,Condominium,1808.0,0,built-up 
24507,11,928000.0,4.0,4.0,2.0,Condominium,1808.0,0,built-up 
24508,11,800000.0,4.0,2.0,4.0,Condominium,1600.0,1,built-up 
24509,22,430000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),500.0,0,built-up 
24510,11,650000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1800.0,1,built-up 
24511,46,900000.0,2.0,2.0,0.0,Serviced Residence (Intermediate),795.0,0,built-up 
24512,16,5500000.0,8.0,4.0,2.0,Semi-detached House,4000.0,1,land area 
24513,18,1500000.0,4.0,5.0,3.0,Condominium,2412.0,0,built-up 
24514,18,799000.0,1.0,1.0,0.0,Condominium (Intermediate),695.0,0,built-up 
24515,3,425000.0,4.0,2.0,1.0,Condominium (Intermediate),1076.0,1,built-up 
24516,43,1500000.0,5.0,4.0,2.0,3-sty Terrace/Link House (Intermediate),2583.0,0,built-up 
24517,18,925000.0,1.0,1.0,1.0,Condominium (Intermediate),748.0,0,built-up 
24518,18,1850000.0,3.0,2.0,3.0,Condominium (Intermediate),1696.0,0,built-up 
24519,18,915000.0,1.0,1.0,1.0,Condominium (Intermediate),731.0,0,built-up 
24520,18,1000000.0,1.0,1.0,0.0,Condominium (Intermediate),800.0,0,built-up 
24521,35,360000.0,3.0,2.0,1.0,Apartment (Intermediate),918.0,1,built-up 
24522,3,378000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),852.0,2,built-up 
24523,16,2800000.0,4.0,5.0,2.0,3-sty Terrace/Link House (Intermediate),3211.0,1,built-up 
24524,35,530000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),700.0,2,built-up 
24525,23,830000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,2,land area 
24526,16,1250000.0,2.0,2.0,1.0,Condominium (Intermediate),1292.0,1,built-up 
24527,23,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
24528,23,730000.0,4.0,3.0,0.0,2-sty Terrace/Link House (EndLot),1760.0,1,land area 
24529,3,395000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),900.0,2,built-up 
24530,25,650000.0,3.0,2.0,1.0,Condominium,1100.0,0,land area 
24531,4,899000.0,4.0,3.0,1.0,Condominium (Corner),1380.0,0,built-up 
24532,16,1680000.0,4.0,4.0,3.0,Condominium (Corner),1948.0,1,built-up 
24533,16,850000.0,3.0,2.0,1.0,Condominium (Intermediate),1056.0,1,built-up 
24534,16,2950000.0,4.0,5.0,0.0,2-sty Terrace/Link House (Intermediate),3082.0,2,built-up 
24535,20,375000.0,3.0,2.0,0.0,Apartment,958.0,1,built-up 
24536,11,2150000.0,6.0,5.0,3.0,Semi-detached House (Intermediate),3200.0,2,land area 
24537,37,3500000.0,8.0,6.0,4.0,Bungalow (Corner),9700.0,1,land area 
24538,20,650000.0,3.0,2.0,2.0,Condominium (Corner),1257.0,1,built-up 
24539,11,535000.0,1.0,2.0,1.0,Serviced Residence (Duplex),762.0,1,built-up 
24540,28,1600000.0,3.0,2.0,1.0,Condominium (Corner),1700.0,0,built-up 
24541,11,1380000.0,6.0,5.0,3.0,2-sty Terrace/Link House (Corner),4400.0,1,land area 
24542,11,660000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),897.0,0,built-up 
24543,11,601000.0,2.0,1.0,1.0,Serviced Residence,821.0,1,built-up 
24544,30,800000.0,3.0,2.0,1.0,Condominium,1280.0,0,built-up 
24545,41,820000.0,4.0,3.0,2.0,Condominium,1690.0,1,built-up 
24546,29,789999.0,5.0,3.0,0.0,2-sty Terrace/Link House,1650.0,1,land area 
24547,0,550000.0,3.0,3.0,0.0,3-sty Terrace/Link House,883.0,1,land area 
24548,11,480000.0,3.0,2.0,2.0,Condominium,1080.0,3,built-up 
24549,28,1100000.0,2.0,2.0,1.0,Condominium,1200.0,0,built-up 
24550,42,680000.0,3.0,2.0,2.0,Serviced Residence,1025.0,0,built-up 
24551,28,1600000.0,2.0,2.0,2.0,Serviced Residence (Corner),930.0,0,built-up 
24552,11,3600000.0,6.0,5.0,4.0,Bungalow (Intermediate),7500.0,1,land area 
24553,25,3200.0,1.0,1.0,0.0,Condominium (Intermediate),510.0,0,built-up 
24554,11,330000.0,3.0,2.0,1.0,Serviced Residence,950.0,1,built-up 
24556,20,585000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),852.0,1,built-up 
24557,9,430000.0,3.0,2.0,1.0,Condominium,1222.0,0,built-up 
24558,30,1300000.0,6.0,5.0,2.0,3-sty Terrace/Link House,3700.0,3,built-up 
24559,30,3200000.0,5.0,6.0,5.0,Condominium (Penthouse),4600.0,3,built-up 
24560,30,3000000.0,4.0,4.0,2.0,Serviced Residence (Duplex),2552.0,1,built-up 
24561,30,715000.0,2.0,2.0,2.0,Serviced Residence,913.0,0,built-up 
24562,20,660000.0,3.0,2.0,2.0,Serviced Residence,953.0,2,built-up 
24563,20,515000.0,2.0,2.0,1.0,Serviced Residence,645.0,1,built-up 
24564,30,2900000.0,4.0,4.0,0.0,Serviced Residence (Duplex),2552.0,3,built-up 
24565,20,660000.0,4.0,2.0,2.0,Serviced Residence,1094.0,1,built-up 
24566,20,689000.0,3.0,2.0,0.0,Serviced Residence,1148.0,1,built-up 
24567,20,383000.0,3.0,2.0,0.0,Condominium,1119.0,0,built-up 
24568,9,375000.0,3.0,2.0,0.0,Condominium,1222.0,1,built-up 
24569,42,449000.0,2.0,2.0,1.0,Condominium,855.0,1,built-up 
24570,42,613000.0,3.0,2.0,2.0,Condominium,1106.0,1,built-up 
24571,42,679000.0,4.0,4.0,3.0,Condominium (EndLot),1449.0,2,built-up 
24572,8,355000.0,3.0,2.0,0.0,Apartment,980.0,1,built-up 
24573,21,620000.0,3.0,2.0,1.0,Condominium,1015.0,1,built-up 
24574,21,500000.0,2.0,2.0,1.0,Condominium,865.0,1,built-up 
24575,21,560000.0,3.0,2.0,0.0,Condominium (Intermediate),1320.0,0,built-up 
24576,21,480000.0,2.0,2.0,1.0,Condominium,865.0,1,built-up 
24577,45,2100000.0,5.0,5.0,0.0,2.5-sty Terrace/Link House,3225.0,1,land area 
24578,9,2700000.0,6.0,6.0,4.0,Condominium (Penthouse),4323.0,3,built-up 
24579,11,3800000.0,6.0,4.0,0.0,Bungalow (Corner),9247.0,3,land area 
24580,28,2550000.0,4.0,3.0,2.0,Condominium,3034.0,1,built-up 
24581,11,2880000.0,5.0,5.0,0.0,Bungalow (Corner),10500.0,3,land area 
24582,5,1150000.0,2.0,2.0,0.0,Condominium,1260.0,0,built-up 
24583,11,1486100.0,5.0,5.0,0.0,Semi-detached House (Intermediate),3829.0,3,land area 
24584,9,2700000.0,6.0,6.0,4.0,Condominium (Penthouse),4323.0,3,built-up 
24585,5,1230000.0,3.0,2.0,0.0,Condominium (Intermediate),1485.0,0,built-up 
24586,28,2074000.0,4.0,5.0,0.0,Condominium,2440.0,1,built-up 
24587,30,590000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),462.0,0,built-up 
24588,5,1485000.0,4.0,2.0,0.0,Condominium (Intermediate),1910.0,0,built-up 
24589,33,498000.0,3.0,2.0,1.0,Condominium,1053.0,1,built-up 
24591,3,1150000.0,3.0,3.0,0.0,2-sty Terrace/Link House,1650.0,0,land area 
24592,30,2550000.0,3.0,4.0,3.0,Serviced Residence,2305.0,1,built-up 
24593,30,1700000.0,4.0,4.0,2.0,Condominium (Intermediate),2073.0,1,built-up 
24594,30,1000000.0,2.0,2.0,1.0,Serviced Residence,926.0,0,built-up 
24595,30,11900000.0,7.0,7.0,6.0,Bungalow (Corner),9700.0,0,land area 
24596,30,1800000.0,4.0,4.0,2.0,Condominium (Intermediate),2070.0,0,built-up 
24597,30,2100000.0,4.0,4.0,2.0,Condominium (Corner),2092.0,0,built-up 
24600,0,600000.0,2.0,2.0,1.0,Serviced Residence,850.0,1,built-up 
24601,38,435000.0,3.0,2.0,1.0,Condominium (Intermediate),1232.0,1,land area 
24602,30,1100000.0,4.0,4.0,2.0,Condominium (Corner),2036.0,0,built-up 
24603,36,950000.0,3.0,3.0,1.0,Condominium,999.0,0,built-up 
24604,14,370000.0,1.0,1.0,1.0,Serviced Residence,520.0,0,land area 
24605,44,470000.0,3.0,2.0,1.0,Condominium (Intermediate),1210.0,1,built-up 
24607,8,1520000.0,2.0,2.0,1.0,Condominium,1468.0,0,built-up 
24608,30,900000.0,4.0,3.0,0.0,Condominium,1561.0,0,built-up 
24610,28,3497000.0,6.0,6.0,0.0,Condominium,4503.0,1,built-up 
24611,18,850000.0,4.0,2.0,0.0,Condominium,1467.0,0,built-up 
24613,28,1207680.0,4.0,4.0,0.0,Condominium,1776.0,0,built-up 
24614,28,1925000.0,3.0,2.0,2.0,Serviced Residence,1426.0,0,built-up 
24615,4,1650000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1700.0,1,built-up 
24616,8,2352600.0,2.0,2.0,1.0,Serviced Residence,1307.0,0,built-up 
24617,1,3110000.0,5.0,4.0,2.0,Condominium (Corner),3562.0,1,built-up 
24618,28,1500000.0,4.0,4.0,2.0,Condominium,2098.0,1,built-up 
24619,8,3800000.0,4.0,3.0,1.0,Serviced Residence,2405.0,1,built-up 
24620,28,3941000.0,6.0,5.0,0.0,Condominium,3941.0,1,built-up 
24621,28,2800000.0,5.0,4.0,0.0,Condominium (Corner),3218.0,1,built-up 
24622,4,730000.0,1.0,1.0,1.0,Serviced Residence,775.0,0,built-up 
24623,28,2600000.0,1.0,1.0,1.0,Serviced Residence (Studio),1051.0,0,built-up 
24624,4,3380000.0,5.0,5.0,0.0,2.5-sty Terrace/Link House,4100.0,0,built-up 
24625,1,3000000.0,4.0,3.0,3.0,Condominium,4521.0,0,built-up 
24626,28,3095100.0,4.0,5.0,0.0,Condominium (Corner),3439.0,1,built-up 
24627,28,2790000.0,4.0,5.0,2.0,Condominium,3100.0,0,built-up 
24628,28,3600000.0,5.0,3.0,2.0,Serviced Residence,3897.0,1,built-up 
24629,27,2050000.0,3.0,2.0,1.0,Serviced Residence,1485.0,1,built-up 
24630,28,3993000.0,5.0,4.0,1.0,Serviced Residence,2420.0,0,built-up 
24631,8,8800000.0,5.0,4.0,2.0,Serviced Residence,4157.0,1,built-up 
24633,30,1120000.0,5.0,3.0,2.0,Serviced Residence,1650.0,0,built-up 
24634,28,1650000.0,1.0,1.0,0.0,Serviced Residence,925.0,0,built-up 
24635,0,4340000.0,6.0,7.0,3.0,Condominium,6026.0,1,built-up 
24636,0,2245000.0,5.0,5.0,3.0,Condominium,3118.0,1,built-up 
24637,28,2600000.0,3.0,3.0,2.0,Condominium,1798.0,0,built-up 
24638,18,1000000.0,1.0,1.0,1.0,Condominium,900.0,0,built-up 
24639,29,1080000.0,4.0,4.0,4.0,Condominium,2045.0,0,built-up 
24640,28,4570000.0,5.0,6.0,0.0,Condominium,3973.0,0,built-up 
24641,28,2260000.0,3.0,3.0,0.0,Condominium,1518.0,0,built-up 
24642,28,2210000.0,2.0,2.0,0.0,Condominium,1464.0,0,built-up 
24643,29,500000.0,3.0,2.0,1.0,Serviced Residence,935.0,1,built-up 
24644,31,1400000.0,4.0,4.0,0.0,2-sty Terrace/Link House,3200.0,1,land area 
24646,8,4761000.0,4.0,3.0,0.0,Serviced Residence,2645.0,0,built-up 
24647,37,2200000.0,5.0,4.0,2.0,Condominium (Penthouse),2900.0,0,built-up 
24649,41,740000.0,5.0,3.0,0.0,3-sty Terrace/Link House,880.0,2,land area 
24652,28,3300000.0,4.0,3.0,0.0,Condominium,3337.0,0,built-up 
24655,11,680000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
24656,11,1400000.0,6.0,6.0,0.0,2.5-sty Terrace/Link House (Intermediate),2380.0,1,land area 
24657,29,2650000.0,5.0,6.0,0.0,Semi-detached House,3940.0,2,built-up 
24658,29,2800000.0,6.0,6.0,0.0,Semi-detached House,3940.0,2,built-up 
24660,30,850000.0,3.0,2.0,1.0,Condominium (Corner),1268.0,1,built-up 
24661,30,1380000.0,4.0,3.0,2.0,Condominium (Corner),1722.0,0,built-up 
24662,4,2080000.0,4.0,2.0,1.0,Condominium (Corner),2250.0,1,built-up 
24663,30,650000.0,1.0,2.0,1.0,Serviced Residence (Intermediate),805.0,0,built-up 
24664,30,950000.0,3.0,2.0,2.0,Condominium,1122.0,1,built-up 
24665,30,1250000.0,5.0,3.0,3.0,Condominium,1609.0,1,built-up 
24666,25,1200000.0,3.0,2.0,0.0,Serviced Residence,1101.0,0,built-up 
24667,46,835000.0,2.0,2.0,1.0,Serviced Residence,876.0,1,built-up 
24668,30,950000.0,3.0,2.0,2.0,Condominium,1122.0,1,built-up 
24670,9,3900000.0,8.0,8.0,0.0,Bungalow,8747.0,3,land area 
24671,11,400000.0,3.0,2.0,1.0,Condominium,1000.0,3,built-up 
24672,4,7500000.0,6.0,5.0,0.0,Bungalow (Intermediate),8000.0,0,land area 
24673,42,509999.0,3.0,2.0,2.0,Condominium,1188.0,1,built-up 
